customer_id,age,tenure_months,region,gender,plan_tier,num_products,primary_product,days_since_last_login,login_frequency_30d,feature_adoption_rate,product_changes_6m,mobile_app_user,monthly_spend_avg,monthly_spend_current,spend_trend,spend_volatility,num_txns_6m,sentiment_score,sentiment_trend,nps_score,complaint_count_6m,support_interactions_6m,escalated_support,contract_type,discount_applied,auto_renewal_enabled,referral_source,payment_failures_6m,churn
39165,32,89,US,Male,Standard,3,Illustrator,12,8,0.2259,1,0,25.8,32.11,1,0.4101,18,63.6,1,7,0,0,0,annual,0,0,Organic,2,0
39166,43,8,US,Male,Standard,3,InDesign,12,13,0.1436,1,1,144.29,139.35,0,0.1461,28,38.1,0,0,0,3,0,monthly,0,1,Organic,0,0
39167,54,64,US,Female,Standard,3,Illustrator,5,8,0.444,1,0,91.69,92.87,0,0.22,31,52.3,0,5,1,1,0,monthly,0,1,Paid,0,0
39168,55,14,EU,Female,Basic,1,Photoshop,0,10,0.5796,0,1,30.83,35.18,1,0.4599,34,74.4,0,-22,0,0,0,annual,0,1,Organic,0,0
39169,74,3,US,Male,Standard,1,Premiere,16,16,0.1704,1,0,135.57,133.77,0,0.0774,35,36.0,1,-74,3,4,1,annual,0,0,Organic,0,0
39170,43,32,APAC,Male,Standard,2,Photoshop,7,6,0.0174,1,1,86.84,88.36,0,0.1411,27,63.4,1,-22,0,1,1,annual,0,1,Paid,0,1
39171,38,26,EU,Female,Premium,1,Premiere,0,13,0.4268,0,1,186.06,187.64,0,0.145,30,62.5,-1,78,0,4,0,annual,0,1,Referral,0,0
39172,49,65,EU,Female,Standard,5,Photoshop,4,8,0.3535,0,1,67.58,61.8,0,0.3841,30,41.6,0,-77,1,3,0,annual,0,1,Paid,0,0
39173,39,3,US,Male,Premium,6,Illustrator,19,16,0.3487,4,0,30.98,33.77,1,0.1779,23,61.4,1,2,2,0,0,annual,0,1,Paid,0,0
39174,33,37,APAC,Male,Standard,1,Illustrator,21,9,0.2198,0,0,247.39,237.63,0,0.2228,33,75.4,1,30,1,1,0,annual,0,0,Social,0,0
39175,29,34,LATAM,Male,Standard,4,Illustrator,5,13,0.1337,0,1,63.09,72.78,1,0.1394,30,76.6,0,24,1,1,0,monthly,0,1,Organic,0,0
39176,18,120,APAC,Male,Basic,4,Premiere,4,14,0.3391,0,0,451.45,463.84,0,0.3134,27,81.5,1,8,1,0,0,annual,0,1,Organic,1,0
39177,52,14,US,Male,Standard,2,Illustrator,10,11,0.1168,0,0,136.77,113.65,-1,0.1014,26,51.5,1,21,0,2,0,annual,0,1,Social,0,0
39178,19,1,APAC,Female,Premium,1,Illustrator,3,12,0.2633,0,0,509.58,544.57,0,0.5169,37,75.0,-1,60,1,1,0,annual,0,1,Social,0,0
39179,29,19,APAC,Male,Premium,6,After Effects,4,14,0.3629,2,0,72.87,78.89,0,0.4145,28,60.2,0,33,0,0,0,monthly,0,0,Referral,1,0
39180,46,22,US,Male,Premium,3,Photoshop,7,12,0.5333,0,0,111.67,100.89,-1,0.4127,28,81.5,0,38,0,1,0,annual,1,1,Organic,0,0
39181,37,16,US,Female,Basic,2,Premiere,7,11,0.5402,1,0,29.42,30.1,0,0.3411,23,76.9,0,13,0,2,0,annual,0,1,Paid,1,0
39182,72,35,APAC,Female,Standard,1,Audition,6,20,0.3101,0,1,131.9,134.46,0,0.1595,37,72.7,1,55,0,4,0,monthly,0,1,Paid,1,0
39183,20,11,US,Female,Basic,4,Photoshop,1,9,0.5216,1,0,62.4,71.54,1,0.1258,28,60.0,0,-24,2,2,0,monthly,0,0,Social,0,0
39184,73,7,US,Male,Premium,5,Illustrator,3,13,0.2086,2,0,19.57,15.07,-1,0.2959,26,85.0,-1,45,0,1,0,monthly,0,1,Paid,0,1
39185,61,21,US,Male,Standard,1,Illustrator,8,15,0.359,1,1,69.53,59.5,-1,0.1641,29,78.9,-1,-82,0,0,0,monthly,0,1,Organic,0,0
39186,54,46,EU,Male,Basic,2,Illustrator,3,15,0.6744,0,0,56.61,69.73,0,0.613,29,88.2,1,3,0,1,0,annual,1,1,Organic,0,0
39187,62,79,EU,Female,Standard,8,Illustrator,1,12,0.2745,0,0,136.2,137.81,0,0.4731,30,39.3,1,0,2,2,0,monthly,1,1,Social,0,0
39188,47,39,EU,Male,Standard,1,Photoshop,13,12,0.2601,3,1,35.92,35.64,0,0.0911,29,73.5,-1,71,0,3,0,monthly,0,1,Paid,0,0
39189,18,17,APAC,Female,Standard,2,Premiere,9,13,0.566,1,0,138.23,132.89,0,0.2602,33,49.6,-1,-78,3,2,1,monthly,0,1,Paid,1,1
39190,49,49,APAC,Male,Standard,1,Photoshop,6,15,0.1488,2,1,39.58,34.77,0,0.6951,37,64.1,1,-30,0,2,1,monthly,0,1,Referral,0,0
39191,21,7,APAC,Female,Basic,1,Premiere,2,4,0.227,1,1,236.32,265.27,0,0.5145,31,47.7,1,19,1,1,1,annual,0,1,Paid,0,0
39192,34,50,US,Male,Basic,1,InDesign,3,12,0.3047,0,1,62.15,56.26,-1,0.2434,41,50.0,-1,0,2,1,0,annual,1,1,Organic,0,0
39193,40,23,US,Male,Standard,2,Photoshop,12,7,0.4225,4,1,371.07,478.22,1,0.4005,34,57.2,1,6,2,2,0,annual,0,1,Paid,0,0
39194,29,11,EU,Male,Standard,2,Photoshop,36,0,0.4454,0,1,64.91,59.23,-1,0.2706,24,77.7,1,-16,0,3,0,annual,0,1,Social,0,0
39195,55,42,US,Male,Basic,1,Photoshop,25,8,0.1704,0,0,92.08,81.78,0,0.4235,21,67.3,0,7,1,1,0,annual,1,0,Paid,0,0
39196,39,19,APAC,Male,Basic,4,InDesign,3,12,0.3733,4,0,53.18,63.17,1,0.2475,24,64.3,1,32,0,0,0,monthly,1,1,Referral,0,0
39197,47,34,APAC,Male,Premium,1,Illustrator,2,16,0.4466,0,0,208.64,176.95,-1,0.2679,29,72.4,-1,14,0,3,0,annual,0,1,Organic,0,0
39198,41,39,EU,Male,Premium,1,Photoshop,18,10,0.2803,1,0,250.8,219.98,0,0.3804,37,62.5,1,-5,0,3,0,annual,0,1,Social,0,0
39199,43,17,EU,Female,Standard,2,Illustrator,1,8,0.1816,0,0,69.73,78.75,1,0.356,26,47.4,0,-24,1,5,1,annual,0,1,Referral,0,1
39200,29,120,US,Male,Standard,3,InDesign,9,8,0.4486,1,0,64.6,64.24,0,0.2952,35,76.4,-1,-28,0,5,0,annual,0,1,Organic,0,0
39201,25,21,EU,Male,Basic,3,Photoshop,0,10,0.716,0,1,110.82,113.56,0,0.2334,28,76.8,0,100,1,3,0,annual,0,1,Referral,0,0
39202,39,120,EU,Female,Basic,2,Illustrator,50,3,0.3003,0,0,206.23,179.77,-1,0.3257,22,98.5,-1,3,0,0,0,annual,0,1,Paid,0,0
39203,28,9,US,Female,Basic,1,Premiere,1,8,0.1725,1,0,256.4,254.86,0,0.1833,30,58.7,-1,-64,0,2,0,annual,0,1,Referral,0,0
39204,61,6,EU,Female,Standard,2,Photoshop,3,8,0.1133,0,1,83.04,98.4,1,0.111,32,59.1,0,-48,0,2,0,monthly,0,0,Organic,0,0
39205,22,35,US,Male,Standard,1,InDesign,2,14,0.1373,3,0,123.49,126.7,0,0.4032,31,29.7,1,47,1,2,1,annual,1,0,Referral,0,1
39206,74,28,APAC,Female,Standard,3,Premiere,10,9,0.4071,1,1,77.6,78.35,0,0.6431,33,43.5,1,100,0,1,0,annual,0,1,Social,0,0
39207,46,27,EU,Male,Standard,5,Illustrator,1,14,0.3032,0,0,47.19,50.52,0,0.4561,30,43.2,-1,-47,1,2,0,annual,0,1,Organic,1,0
39208,42,120,US,Male,Standard,1,InDesign,2,17,0.7097,1,0,102.3,93.75,-1,0.2307,33,89.2,-1,33,0,2,0,monthly,1,0,Paid,0,0
39209,34,1,EU,Male,Basic,1,Photoshop,3,23,0.3071,1,0,531.75,427.38,-1,0.4315,34,86.8,0,63,0,3,0,monthly,0,0,Organic,0,1
39210,51,21,EU,Female,Standard,5,Illustrator,5,12,0.4454,1,1,83.58,95.1,1,0.3432,28,77.7,1,12,0,3,0,monthly,0,1,Social,0,0
39211,39,13,US,Female,Standard,4,Illustrator,4,11,0.3368,0,1,19.98,17.96,-1,0.2731,34,69.5,0,-11,1,0,0,annual,0,1,Organic,0,0
39212,46,20,LATAM,Female,Standard,2,InDesign,1,14,0.3463,0,0,39.67,33.59,-1,0.196,34,69.2,0,-61,1,0,1,annual,0,1,Organic,0,1
39213,53,100,APAC,Female,Standard,1,Premiere,0,11,0.5028,0,0,199.72,228.1,1,0.0756,24,92.1,1,10,0,2,0,annual,1,1,Organic,0,0
39214,51,59,US,Male,Basic,3,Illustrator,9,14,0.277,0,0,74.91,70.26,-1,0.4985,29,67.1,-1,26,0,1,0,annual,0,1,Paid,0,0
39215,59,8,APAC,Female,Basic,3,Photoshop,2,12,0.7694,1,0,114.13,132.15,1,0.1068,32,46.5,0,-12,1,1,1,annual,0,1,Social,0,0
39216,49,43,APAC,Female,Basic,4,Illustrator,1,15,0.1959,1,1,149.04,123.62,-1,0.1429,23,59.4,-1,71,0,2,0,annual,0,1,Referral,0,0
39217,28,31,US,Female,Standard,2,Photoshop,6,9,0.472,2,0,40.79,34.33,-1,0.1272,30,76.1,-1,48,0,0,0,annual,0,0,Referral,0,1
39218,18,18,APAC,Female,Premium,4,Photoshop,15,7,0.25,0,0,38.31,43.5,1,0.1117,27,65.5,1,18,0,6,0,annual,0,1,Paid,0,0
39219,44,15,US,Male,Standard,3,Premiere,9,14,0.077,0,1,77.9,74.98,0,0.3834,32,66.1,-1,0,1,2,1,monthly,0,1,Paid,0,1
39220,45,32,EU,Male,Premium,5,Illustrator,3,12,0.6684,1,1,216.57,223.78,0,0.1329,35,100.0,0,-5,0,2,0,monthly,0,1,Paid,0,0
39221,68,22,EU,Female,Standard,4,After Effects,10,12,0.4112,0,1,143.89,141.77,0,0.3477,31,36.1,-1,-58,4,5,0,annual,0,1,Referral,0,0
39222,40,28,LATAM,Male,Basic,3,Photoshop,6,7,0.1981,0,0,456.24,488.17,0,0.2338,33,56.5,-1,34,0,2,0,annual,0,1,Organic,1,0
39223,47,53,EU,Non-binary,Premium,4,Photoshop,14,11,0.14,0,0,77.89,87.25,1,0.1566,30,43.2,0,42,2,3,0,annual,1,1,Organic,0,0
39224,52,120,US,Non-binary,Standard,1,Illustrator,17,6,0.3255,0,1,71.43,75.52,0,0.1946,20,39.2,0,53,0,4,0,monthly,0,1,Referral,0,0
39225,49,19,EU,Female,Basic,3,Illustrator,4,15,0.4909,1,0,123.33,111.31,-1,0.2816,35,73.4,0,64,0,3,0,annual,0,1,Paid,1,0
39226,53,20,LATAM,Female,Basic,4,Illustrator,7,6,0.0406,1,1,223.15,230.5,0,0.3121,24,39.0,0,-36,0,3,1,annual,0,1,Paid,0,0
39227,30,66,US,Female,Standard,1,InDesign,1,13,0.6583,1,0,248.95,200.79,0,0.5018,29,43.5,0,15,1,3,0,annual,0,1,Paid,0,0
39228,28,5,EU,Male,Standard,3,Photoshop,0,14,0.3904,2,1,184.91,210.26,1,0.0915,28,65.4,1,60,1,3,0,annual,0,0,Paid,0,0
39229,38,58,APAC,Female,Standard,2,Photoshop,9,5,0.4743,0,1,52.99,54.48,0,0.1862,26,46.8,1,20,0,3,0,annual,0,1,Paid,0,0
39230,18,17,APAC,Male,Basic,1,Photoshop,17,8,0.2103,1,0,207.7,181.0,-1,0.3273,26,65.2,-1,24,0,1,0,annual,0,0,Paid,0,1
39231,41,19,APAC,Male,Basic,2,Illustrator,10,10,0.5869,2,0,325.89,389.11,1,0.2363,31,86.4,0,0,0,3,0,annual,0,1,Paid,0,0
39232,32,12,EU,Male,Standard,1,After Effects,4,18,0.1848,1,1,134.66,148.82,1,0.3626,26,55.1,0,53,1,0,0,monthly,0,0,Referral,1,1
39233,46,4,EU,Male,Standard,3,Premiere,14,8,0.7571,0,0,98.26,82.79,-1,0.2013,32,25.7,0,-3,3,1,1,annual,0,0,Paid,0,1
39234,38,49,EU,Female,Standard,2,After Effects,10,6,0.3026,2,1,99.59,99.07,0,0.1344,29,61.1,0,10,0,1,0,monthly,0,0,Organic,0,0
39235,27,82,US,Female,Premium,3,Premiere,0,4,0.252,1,1,64.0,57.79,0,0.3202,30,59.0,1,55,0,0,0,monthly,0,1,Social,0,0
39236,60,25,LATAM,Male,Basic,3,Premiere,7,9,0.2456,5,1,144.35,117.65,-1,0.3486,30,72.7,-1,-17,0,1,0,annual,1,1,Referral,1,0
39237,43,7,US,Female,Standard,3,Photoshop,22,6,0.1659,0,0,160.36,179.21,0,0.345,33,65.9,0,-16,0,0,0,monthly,0,1,Paid,0,0
39238,54,13,APAC,Female,Standard,5,InDesign,16,10,0.2494,3,1,61.75,66.02,0,0.2901,32,81.9,-1,12,0,3,0,annual,0,1,Paid,0,0
39239,44,3,EU,Female,Premium,2,Premiere,5,10,0.5249,1,1,208.97,214.9,0,0.1608,24,64.5,1,43,1,2,0,annual,0,1,Paid,0,0
39240,48,63,US,Male,Standard,2,Photoshop,9,12,0.6026,0,0,30.71,26.6,-1,0.1678,35,73.0,-1,-100,1,1,0,annual,1,1,Referral,1,0
39241,22,26,APAC,Female,Basic,2,Illustrator,10,8,0.2109,0,1,234.19,270.09,1,0.4179,25,48.8,0,53,0,4,0,monthly,0,1,Social,0,0
39242,59,120,EU,Male,Basic,1,Audition,2,8,0.6643,2,1,104.67,100.82,0,0.522,28,55.4,1,37,1,3,0,annual,0,1,Organic,0,0
39243,54,53,US,Male,Premium,3,After Effects,33,8,0.4894,2,1,90.14,104.3,1,0.1805,30,67.4,0,-32,0,2,0,monthly,0,0,Referral,0,0
39244,41,46,US,Female,Premium,2,InDesign,13,9,0.4224,0,1,179.47,182.08,0,0.2137,29,77.4,-1,-15,0,1,0,monthly,1,1,Organic,0,0
39245,46,20,US,Male,Premium,1,Photoshop,2,17,0.4901,0,0,228.77,192.67,-1,0.0921,29,47.7,0,-36,1,1,0,annual,0,1,Paid,0,0
39246,56,15,EU,Female,Standard,4,Premiere,0,9,0.4773,1,0,15.18,16.02,0,0.243,39,100.0,-1,11,1,4,0,annual,0,1,Organic,1,0
39247,36,11,EU,Male,Premium,3,Premiere,0,11,0.2701,4,1,35.12,34.67,0,0.1693,34,51.0,1,40,0,1,0,monthly,0,0,Paid,0,0
39248,19,120,US,Female,Basic,4,InDesign,2,12,0.4987,0,0,78.24,66.83,-1,0.1038,28,83.3,0,83,1,2,0,annual,0,1,Organic,0,0
39249,37,9,EU,Female,Premium,5,Photoshop,3,11,0.3806,1,0,174.81,168.12,0,0.1718,34,73.6,0,17,0,3,0,annual,0,1,Referral,0,0
39250,44,5,EU,Female,Standard,3,Photoshop,15,4,0.5001,1,0,546.99,542.28,0,0.2582,24,66.0,1,-52,1,2,0,annual,1,1,Referral,0,0
39251,41,22,EU,Male,Standard,3,InDesign,9,11,0.0825,1,0,211.26,208.92,0,0.2483,29,58.3,1,-18,0,3,0,annual,1,0,Referral,0,0
39252,60,26,APAC,Male,Premium,2,Photoshop,3,17,0.2323,1,0,52.68,44.48,-1,0.0718,39,85.2,0,20,1,2,0,annual,0,1,Referral,1,0
39253,28,7,US,Female,Standard,1,Premiere,0,11,0.1451,0,0,10.55,12.28,1,0.084,22,92.7,-1,81,0,0,0,monthly,1,0,Organic,2,0
39254,30,15,US,Male,Standard,1,Photoshop,10,12,0.1698,0,1,39.83,32.87,-1,0.1447,22,16.7,-1,-16,2,0,1,monthly,0,1,Organic,2,1
39255,27,12,APAC,Male,Standard,1,Premiere,2,12,0.3951,0,1,61.96,66.67,1,0.3748,23,72.2,1,10,0,4,0,annual,0,1,Paid,0,0
39256,48,48,US,Female,Premium,1,Audition,2,13,0.3003,0,0,227.07,225.96,0,0.0686,37,83.5,0,100,0,4,0,annual,0,1,Paid,0,0
39257,20,24,EU,Male,Basic,3,After Effects,7,16,0.1286,1,0,106.46,121.35,1,0.1751,30,66.0,1,-18,2,2,0,annual,0,1,Paid,0,0
39258,52,54,APAC,Female,Premium,3,Premiere,5,11,0.5587,0,0,17.14,14.44,-1,0.1793,37,50.0,1,-21,0,2,0,annual,1,1,Organic,0,0
39259,28,3,US,Male,Premium,1,Photoshop,2,13,0.3534,0,0,26.73,31.24,1,0.2461,33,59.7,1,-2,0,4,0,annual,0,1,Organic,0,0
39260,31,13,EU,Male,Standard,6,Audition,9,10,0.1632,2,0,148.89,143.43,0,0.4095,34,65.1,0,27,0,1,0,annual,0,0,Organic,2,0
39261,66,12,US,Non-binary,Standard,1,Photoshop,2,17,0.5949,2,0,314.12,370.24,1,0.0661,40,58.0,0,-33,3,2,0,annual,0,1,Organic,0,0
39262,59,22,APAC,Male,Standard,4,Illustrator,4,9,0.207,0,1,107.39,107.1,0,0.065,24,63.6,0,100,1,2,0,annual,0,1,Organic,2,0
39263,43,18,APAC,Female,Basic,5,Premiere,23,5,0.6886,0,1,96.95,97.49,0,0.2172,30,82.0,0,63,0,3,0,annual,0,1,Organic,0,0
39264,23,10,US,Female,Standard,2,InDesign,3,10,0.1255,0,0,51.33,60.27,0,0.6604,27,58.5,0,-39,0,1,0,monthly,0,1,Paid,0,0
39265,70,61,APAC,Female,Basic,3,Photoshop,12,6,0.2449,0,0,169.94,187.47,1,0.1307,18,38.4,0,-42,1,3,1,annual,0,1,Paid,0,1
39266,39,85,APAC,Female,Premium,5,Photoshop,11,5,0.1596,1,1,122.13,123.78,0,0.1283,34,66.5,0,-32,1,0,0,annual,1,1,Social,0,0
39267,45,53,US,Male,Standard,2,InDesign,2,14,0.6838,2,1,58.23,53.44,0,0.4382,34,93.1,0,-36,0,2,0,annual,0,1,Organic,1,0
39268,54,43,US,Male,Standard,3,Audition,21,8,0.8669,0,0,89.67,93.86,0,0.4024,30,51.3,1,37,1,2,1,annual,0,1,Organic,0,0
39269,18,32,US,Male,Premium,2,Illustrator,11,13,0.2054,2,0,538.04,618.59,1,0.1472,37,41.2,1,15,1,1,0,annual,0,1,Organic,0,0
39270,33,14,US,Male,Standard,1,Premiere,0,18,0.2563,0,0,40.49,36.52,0,0.3641,38,60.9,0,10,0,8,0,monthly,0,1,Organic,0,0
39271,41,90,EU,Male,Basic,1,InDesign,10,9,0.3304,1,1,304.47,343.18,1,0.0759,31,25.5,1,-41,2,1,1,monthly,0,0,Paid,0,1
39272,43,37,APAC,Female,Premium,1,Premiere,3,16,0.2124,0,0,157.49,152.7,0,0.2325,33,60.9,-1,-15,1,2,0,monthly,0,1,Referral,0,0
39273,23,79,EU,Female,Premium,5,Premiere,7,11,0.383,0,0,26.92,23.91,0,0.4934,32,62.1,1,31,0,3,0,annual,0,1,Organic,0,0
39274,46,21,LATAM,Male,Premium,2,Photoshop,52,0,0.6762,0,0,21.02,21.53,0,0.121,36,49.4,0,30,0,1,0,annual,0,1,Referral,1,0
39275,42,19,EU,Male,Basic,3,Premiere,0,10,0.124,1,1,26.82,30.5,1,0.185,32,76.7,1,54,1,3,0,annual,0,1,Referral,0,0
39276,65,2,EU,Male,Standard,2,Photoshop,8,11,0.2545,1,0,24.44,26.86,0,0.5731,27,49.6,1,100,0,0,0,monthly,0,1,Social,0,0
39277,56,14,EU,Male,Basic,2,Photoshop,8,16,0.2867,2,1,65.8,70.65,0,0.4259,29,76.4,1,-30,0,1,0,annual,0,1,Organic,0,0
39278,38,17,US,Female,Standard,2,Illustrator,25,0,0.1596,2,1,72.14,73.22,0,0.1173,34,58.7,-1,60,0,2,0,annual,0,1,Organic,0,0
39279,39,24,APAC,Female,Premium,4,Premiere,29,8,0.1135,1,0,465.79,529.77,1,0.1048,27,49.9,0,60,0,2,0,monthly,0,1,Organic,0,0
39280,56,23,EU,Female,Premium,2,Photoshop,3,11,0.3243,0,1,72.75,89.12,1,0.4343,35,44.8,0,2,1,5,0,annual,0,0,Paid,0,0
39281,45,90,APAC,Female,Standard,1,Illustrator,0,10,0.2463,1,1,24.83,27.15,1,0.1762,26,57.5,0,27,0,1,0,annual,0,1,Organic,0,0
39282,22,25,US,Female,Basic,2,Illustrator,15,9,0.1186,1,0,29.7,29.98,0,0.2708,19,86.4,0,30,0,0,0,annual,1,1,Paid,1,0
39283,71,67,EU,Female,Standard,2,Premiere,24,9,0.2974,0,0,326.33,328.35,0,0.1166,34,69.6,0,21,0,4,0,annual,0,1,Organic,0,0
39284,28,4,US,Male,Standard,1,Premiere,2,10,0.1316,0,1,136.19,127.19,-1,0.3618,28,47.6,-1,-66,1,2,1,monthly,0,1,Referral,0,1
39285,76,30,EU,Female,Premium,6,Photoshop,2,23,0.2805,0,1,447.7,548.93,1,0.3229,30,79.3,-1,31,0,3,0,annual,0,1,Paid,0,0
39286,47,27,APAC,Female,Premium,3,Photoshop,12,13,0.2815,3,1,27.72,27.65,0,0.0794,43,40.9,-1,36,2,1,0,annual,0,1,Paid,0,0
39287,33,6,EU,Male,Basic,1,Illustrator,2,11,0.5423,1,0,122.96,143.7,1,0.4966,21,56.2,0,59,0,4,0,monthly,0,0,Social,0,0
39288,18,10,US,Female,Premium,3,Photoshop,14,9,0.0731,1,1,332.91,351.0,0,0.3137,28,58.2,0,9,0,0,0,monthly,1,1,Referral,1,0
39289,52,24,LATAM,Male,Premium,3,Illustrator,19,12,0.3972,2,1,35.29,35.35,0,0.0905,27,49.7,1,-55,0,2,0,monthly,0,1,Paid,0,0
39290,20,26,EU,Female,Standard,2,Premiere,14,9,0.5774,1,0,189.58,189.13,0,0.1391,29,66.8,1,45,0,2,0,annual,0,1,Organic,0,0
39291,47,82,US,Female,Premium,4,After Effects,2,14,0.5652,1,0,191.62,188.38,0,0.1137,19,59.2,-1,14,0,1,0,annual,1,1,Referral,0,0
39292,69,6,US,Non-binary,Premium,3,Premiere,9,12,0.4349,0,0,45.21,49.04,1,0.3489,35,49.5,-1,90,0,2,0,monthly,0,1,Social,0,0
39293,26,13,US,Female,Standard,2,InDesign,20,5,0.1398,1,0,347.51,352.11,0,0.1183,32,50.2,1,40,1,2,0,monthly,1,1,Organic,0,0
39294,52,9,US,Female,Premium,2,Premiere,0,11,0.252,1,0,40.29,40.83,0,0.2071,39,99.9,0,77,0,2,0,annual,0,1,Organic,0,0
39295,30,54,US,Male,Standard,1,Premiere,1,6,0.2368,0,1,23.99,24.07,0,0.1304,30,65.8,-1,31,1,2,0,annual,0,1,Paid,0,0
39296,57,8,EU,Male,Standard,4,Premiere,2,7,0.2906,1,0,379.38,367.65,0,0.4792,29,45.2,-1,47,1,1,1,annual,0,1,Organic,0,1
39297,42,82,EU,Male,Premium,4,InDesign,17,1,0.2733,0,1,307.75,361.19,1,0.3634,40,56.5,1,14,0,1,1,annual,0,1,Paid,0,0
39298,41,96,EU,Male,Standard,2,Audition,11,12,0.2753,1,0,314.49,286.73,0,0.3385,36,50.6,1,-44,2,2,0,annual,0,1,Paid,1,0
39299,58,4,US,Male,Basic,3,Illustrator,16,11,0.2745,0,1,70.39,60.47,-1,0.1287,21,64.9,-1,-31,0,2,1,annual,0,0,Social,0,0
39300,50,8,EU,Female,Standard,6,Photoshop,0,12,0.4803,2,1,74.1,76.75,0,0.2694,19,53.6,-1,42,1,1,0,annual,0,1,Paid,0,0
39301,30,17,EU,Female,Premium,4,Premiere,3,18,0.3457,1,1,20.92,20.86,0,0.2226,39,44.2,0,-28,2,0,0,monthly,1,1,Paid,0,0
39302,67,72,EU,Female,Standard,2,Photoshop,19,14,0.305,3,0,240.1,246.18,1,0.5003,22,43.4,1,14,1,0,0,annual,0,1,Referral,0,0
39303,20,4,US,Female,Premium,4,Audition,12,14,0.3843,1,1,45.83,48.29,0,0.2903,19,76.0,0,-92,1,0,0,monthly,0,1,Social,0,0
39304,45,15,US,Male,Standard,1,Photoshop,3,9,0.4944,0,0,202.44,233.49,1,0.2037,37,82.7,1,25,0,1,0,monthly,0,1,Organic,1,0
39305,30,43,EU,Female,Standard,2,Photoshop,2,12,0.3263,2,0,44.77,43.96,0,0.1647,41,55.2,0,20,1,1,0,annual,0,1,Social,0,0
39306,21,46,LATAM,Female,Premium,2,Photoshop,0,9,0.8044,1,1,313.93,275.7,-1,0.2847,29,46.9,0,11,2,4,0,monthly,0,0,Paid,0,0
39307,26,15,US,Male,Basic,1,Illustrator,10,16,0.4302,1,0,193.31,160.62,-1,0.1001,25,68.0,-1,23,1,1,0,annual,1,1,Paid,0,1
39308,41,118,EU,Female,Premium,1,Photoshop,5,11,0.4678,2,1,122.45,99.46,-1,0.1261,30,71.9,0,-20,0,5,0,monthly,0,1,Referral,0,0
39309,46,15,US,Female,Standard,4,Photoshop,11,11,0.4688,0,1,52.09,58.25,0,0.3771,30,66.0,0,25,0,1,0,annual,0,1,Paid,0,1
39310,56,34,EU,Male,Basic,3,Illustrator,5,8,0.1142,5,1,57.66,57.25,0,0.0784,28,78.0,0,14,2,1,0,annual,0,0,Paid,1,0
39311,62,34,US,Non-binary,Premium,2,Illustrator,2,13,0.5682,1,0,133.63,126.77,0,0.5315,23,58.8,0,4,1,0,0,monthly,1,0,Referral,0,0
39312,45,58,US,Female,Standard,3,Illustrator,4,8,0.0156,1,1,13.51,14.81,1,0.4708,26,48.4,1,60,0,1,0,annual,0,1,Organic,1,0
39313,35,15,US,Male,Basic,1,Premiere,12,10,0.4251,1,0,235.64,206.01,-1,0.1004,31,69.4,0,-72,1,1,1,annual,0,1,Paid,0,1
39314,56,19,US,Female,Basic,4,Audition,7,8,0.3358,0,0,80.58,92.22,1,0.1034,27,67.2,0,-39,0,3,0,monthly,0,1,Paid,2,0
39315,33,19,US,Male,Standard,3,After Effects,0,11,0.2778,1,1,272.88,239.36,-1,0.3909,25,60.4,-1,47,0,1,0,annual,0,1,Paid,1,0
39316,19,2,APAC,Male,Premium,1,Photoshop,6,7,0.4751,2,1,85.71,86.95,0,0.1057,24,61.9,1,-3,0,1,0,monthly,1,1,Paid,1,0
39317,55,47,EU,Male,Standard,1,Photoshop,0,9,0.2576,1,1,17.59,17.84,0,0.0854,24,72.7,1,-35,0,2,0,annual,1,1,Social,1,0
39318,60,52,US,Female,Basic,3,Illustrator,8,13,0.5868,0,0,86.72,101.45,1,0.1776,23,63.5,1,33,0,1,0,annual,0,1,Organic,0,0
39319,30,61,LATAM,Female,Standard,3,Illustrator,10,6,0.5102,0,0,45.97,39.56,-1,0.2644,33,56.1,-1,-71,1,1,0,monthly,0,1,Organic,1,0
39320,69,45,EU,Female,Basic,5,Premiere,2,12,0.0308,2,1,51.3,48.47,0,0.312,25,66.2,0,-1,1,0,0,annual,0,1,Paid,1,0
39321,50,32,EU,Male,Basic,2,Audition,24,4,0.0436,2,1,71.55,58.81,-1,0.0945,31,64.3,-1,-2,1,3,0,annual,0,1,Referral,0,0
39322,48,29,EU,Female,Premium,4,InDesign,12,9,0.1626,0,1,112.59,116.5,0,0.2285,22,100.0,-1,38,0,2,0,annual,1,1,Referral,1,0
39323,34,37,US,Female,Standard,1,Photoshop,25,9,0.1505,2,1,81.19,95.38,1,0.0761,34,78.1,1,23,0,4,0,annual,0,1,Paid,0,0
39324,56,1,US,Male,Standard,4,Photoshop,2,10,0.323,1,0,56.53,48.74,-1,0.4358,26,52.5,0,100,0,3,0,annual,0,1,Social,0,0
39325,20,21,EU,Male,Basic,2,Premiere,3,14,0.6284,0,0,126.3,146.82,1,0.3202,30,61.2,0,-30,2,3,0,annual,0,1,Referral,0,0
39326,37,1,EU,Male,Standard,2,Photoshop,21,9,0.0957,0,1,21.18,21.78,0,0.5516,34,68.3,-1,11,0,2,0,monthly,0,1,Paid,0,0
39327,31,24,APAC,Male,Standard,1,Illustrator,3,12,0.0581,3,1,27.71,21.37,-1,0.1733,35,60.4,0,-39,3,1,0,annual,1,1,Organic,0,1
